k-아파트코드,k-아파트명,"k-단지분류(아파트,주상복합등등)",주소(시군구),주소(읍면동),나머지주소,주소(도로명),주소(도로상세주소),k-세대타입(분양형태),k-복도유형,k-난방방식,k-전체동수,k-전체세대수,k-건설사(시공사),k-시행사,k-사용검사일-사용승인일,k-전용면적별세대현황(60㎡이하),k-전용면적별세대현황(60㎡~85㎡이하),k-85㎡~135㎡이하,k-135㎡초과
A10026051,반포래미안아이파크,아파트,서초구,반포동,반포래미안아이파크 아파트 관리사무소,서초중앙로,220,임대+분양,계단식,지역난방,11,829,삼성물산 현대산업개발,한양재건축조합,2018-08-31 00:00:00.0,144,237,415,0
A10026053,마포한강 아이파크,아파트,마포구,망원동,(망원동마포한강아이파크),희우정로,77,분양,계단식,개별난방,6,385,HDC현대산업개발,망원1주택재건축정비사업조합,2019-08-05 00:00:00.0,114,190,81,0
A10026104,힐스테이트청계,아파트,동대문구,답십리동,,천호대로55길,11,임대+분양,계단식,개별난방,8,764,현대건설,대농.신한주택재건축,2018-11-30 00:00:00.0,447,317,0,0
A10026109,창동서울가든아파트,아파트,도봉구,창동,,해등로,32,분양,계단식,개별난방,8,160,뉴삼익건설산업,뉴삼익건설산업,1992-08-06 00:00:00.0,0,0,80,0
A10026180,롯데캐슬노블레스,아파트,동대문구,전농동,.,답십리로23길,30,임대+분양,계단식,개별난방,5,584,롯데건설(주),전농제11구역 주택재개발정비사업조합,2018-06-29 00:00:00.0,271,313,0,0
A10026197,문래동모아미래도아파트,아파트,영등포구,문래동5가,문래동5가 문래동모아미래도아파트,선유로9나길,5,임대+분양,계단식,개별난방,4,222,미래도건설,미래도건설,2017-11-22 00:00:00.0,17,205,0,0
A10026207,서울숲리버뷰자이아파트,아파트,성동구,행당동,서울숲리버뷰자이아파트,고산자로2길,65,임대+분양,혼합식,개별난방,7,1034,GS건설,행당제6구역주택재개발정비사업조합,2018-06-22 00:00:00.0,326,578,126,0
A10026227,아크로리버뷰 신반포 ,아파트,서초구,잠원동,(잠원동 아크로리버뷰 신반포),잠원로,117,분양,계단식,지역난방,5,595,(주)대림건설 ,신반포5차 아파트 주택재건축정비조합,2018-06-04 00:00:00.0,0,595,0,0
A10026232,래미안미드카운티,아파트,동대문구,답십리동,(답십리동 98-40,답십리로,141,임대+분양,혼합식,개별난방,12,1009,삼성물산(주) 건설부문,답십리제18구역 주택재개발정비사업조합,2019-04-05 00:00:00.0,421,548,40,0
A10026249,송파레미니스2단지,아파트,송파구,오금동,,동남로,341,임대+분양,계단식,개별난방,7,818,한신공영(주) 한양산업개발(주,서울주택도시공사,2018-06-05 00:00:00.0,598,220,0,0
A10026289,공릉2차신도브래뉴아파트,아파트,노원구,공릉동,,동일로193길,7,분양,혼합식,개별난방,1,138,(주)신도종합건설,(주)신도종합건설,2002-11-29 00:00:00.0,0,138,0,0
A10026299,래미안로이파크아파트,아파트,동작구,사당동,생활지원센터,사당로23길,112,임대+분양,계단식,개별난방,6,668,삼성물산(주),사당1 주택재건축정비사업,2018-12-27 00:00:00.0,158,486,24,0
A10026311,순영웰라이빌아파트,아파트,영등포구,영등포동,,영등포로62길,42,분양,계단식,개별난방,2,136,(주)순영종합건설,(주)순영종합건설,2002-07-18 00:00:00.0,0,136,0,0
A10026350,삼성동센트럴아이파크,아파트,강남구,삼성동,생활지원센터,삼성로,629,임대+분양,계단식,지역난방,4,416,현대산업개발,상아3차아파트주택재건축정비사업조합,2018-03-30 00:00:00.0,115,204,75,0
A10026362,송파호반베르디움더퍼스트,아파트,송파구,오금동,송파호반베르디움더퍼스트,동남로,432,분양,계단식,개별난방,3,220,(주)호반건설,(주)티에스주택,2018-02-23 00:00:00.0,0,0,220,0
A10026370,e편한세상신촌아파트,아파트,서대문구,북아현동,,북아현로1길,17,임대+분양,타워형,개별난방,22,1910,대림산업,SH도시개발공사,2018-05-03 00:00:00.0,823,1043,44,0
A10026403,고덕숲아이파크아파트,아파트,강동구,상일동,고덕숲아이파크아파트,고덕로80길,134,임대+분양,계단식,지역난방,13,687,현대산업개발(주),고덕주공4단지주택재건축정비사업조합,2018-03-08 00:00:00.0,258,387,42,0
A10026414,은평뉴타운솔하임,주상복합,은평구,진관동,지하 1층,통일로,1080,분양,혼합식,지역난방,3,260,(주)삼전건설,(주)삼전건설,2017-09-28 00:00:00.0,260,0,0,0
A10026418,e편한세상금호파크힐스,아파트,성동구,금호동1가,관리사무소,금호로,140,임대+분양,계단식,개별난방,17,1330,대림산업,금호제15구역주택재개발정비사업조합,2019-05-09 00:00:00.0,654,616,60,0
A10026470,힐스테이트 서울숲 리버,아파트,성동구,금호동4가,,독서당로,344,임대+분양,혼합식,개별난방,15,606,현대건설,금호20주택재개발조합,2018-02-19 00:00:00.0,237,255,86,0
A10026517,서울역한라비발디센트럴아파트,아파트,중구,만리동2가,서울역한라비발디아파트 관리사무소,만리재로,177,분양,계단식,개별난방,4,199,(주)한라건설,만리제1주택재개발 정비사업조합,2018-01-16 00:00:00.0,0,197,2,0
A10026571,꿈의숲코오롱하늘채아파트,아파트,성북구,장위동,101동지하1 층,돌곶이로,220,임대+분양,혼합식,개별난방,5,513,코오롱글로벌(주),장위2구역주택재개발정비사업조합,2017-10-30 00:00:00.0,242,268,3,0
A10026604,북한산 더샵,아파트,서대문구,홍은동,,통일로,510,임대+분양,혼합식,개별난방,8,552,포스코건설,홍은12구역주택재개발정비사업조합,2017-12-18 00:00:00.0,185,291,76,0
A10026626,금천롯데캐슬골드파크2차,주상복합,금천구,독산동,금천롯데캐슬골드파크2차,벚꽃로,30,임대+분양,계단식,개별난방,2,292,롯데건설(주),제이피홀딩스피에프브이,2017-09-28 00:00:00.0,141,151,0,0
A10026682,위례포레샤인아파트,아파트,송파구,장지동,위례포레샤인아파트,위례순환로,477,임대,혼합식,지역난방,23,2200,계룡건설,서울주택도시공사,2017-09-28 00:00:00.0,1758,442,0,0
A10026720,래미안 프리미어 팰리스,아파트,광진구,자양동,(자양동 래미안프리미어팰리스),아차산로,345,임대+분양,계단식,개별난방,2,264,삼성물산,-,2017-10-26 00:00:00.0,48,192,24,0
A10026748,옥수파크힐스아파트,아파트,성동구,옥수동,관리사무소,매봉길,50,임대+분양,계단식,개별난방,25,1976,대림산업(주),옥수13구역재개발,2016-11-09 00:00:00.0,1131,747,98,0
A10026759,용산푸르지오써밋,주상복합,용산구,한강로2가,용산푸르지오써밋,한강대로,69,분양,복도식,개별난방,1,151,대우건설(주),용산역전면제2구역도시환경정비사업조합,2017-08-01 00:00:00.0,0,0,63,0
A10026792,백운한비치2차,아파트,금천구,시흥동,시흥동 백운한비치2차,금하로23길,52,분양,계단식,개별난방,2,112,백운건설,삼천리연합 지역주택조합,2008-01-15 00:00:00.0,31,81,0,0
A10026797,당산롯데캐슬프레스티지 아파트,아파트,영등포구,당산동4가,당산동4가 당산롯데캐슬프레스티지아파트,영신로,237,분양,계단식,개별난방,2,198,롯데건설(주),당산제4구역 주택재개발조합,2017-07-28 00:00:00.0,0,198,0,0
A10026816,아크로타워스퀘어,아파트,영등포구,영등포동7가,,국회대로54길,10,임대+분양,혼합식,개별난방,7,1221,대림산업,영등포1-4구역도시환경정비사업조합,2017-08-30 00:00:00.0,425,704,85,0
A10026834,힐스테이트 백련산4차 아파트,아파트,은평구,응암동,힐스테이트백련산4차아파트,백련산로,37,임대+분양,계단식,개별난방,13,963,현대건설,응암1주택재건축정비사업조합,2017-08-16 00:00:00.0,397,566,0,0
A10026842,은평지웰테라스,연립주택,은평구,진관동,은평지웰테라스관리사무소,진관4로,78-38,분양,계단식,지역난방,12,220,(주)한라건설,(주)신영,2017-07-31 00:00:00.0,0,220,0,0
A10026849,묵정아파트,아파트,중구,묵정동,,서애로1길,34,분양,복도식,개별난방,1,122,라이프주택,묵정아파트 주택조합 ,1981-05-25 00:00:00.0,121,0,1,0
A10026852,래미안강동팰리스,아파트,강동구,천호동,(천호동 래미안강동팰리스),천호대로,1077,분양,계단식,개별난방,3,999,삼성물산,생보부동산신탁,2017-07-31 00:00:00.0,231,756,0,0
A10026874,강변에스케이뷰,아파트,광진구,구의동,구의동강변에스케이뷰,아차산로,431,임대+분양,계단식,개별난방,2,197,(주)에스케이건설,한국자산신탁(주),2017-07-14 00:00:00.0,0,196,1,0
A10026879,마곡13단지 힐스테이트마스터 아파트,아파트,강서구,마곡동,입주민지원센터,마곡중앙1로,71,분양,계단식,지역난방,22,1194,현대엔지니어링,코리아신탁,2017-04-10 00:00:00.0,393,801,0,0
A10026881,서울역센트럴자이아파트,아파트,중구,만리동2가,서울특별시 중구 만리재로175,만리재로,175,임대+분양,혼합식,개별난방,14,1341,GS건설주식회사,만리제2지구재개발 정비사업주택조합,2017-08-07 00:00:00.0,641,681,19,0
A10026900,왕십리 자이 아파트,아파트,성동구,하왕십리동,(하왕십리동왕십리자이),난계로,100,임대+분양,혼합식,개별난방,6,713,GS건설,하왕 제1-5구역 주택재개발정비사업조합,2017-07-28 00:00:00.0,562,151,0,0
A10026910,관악우정하이비전아파트 1단지,아파트,관악구,신림동,,양지길,50-5,분양,계단식,개별난방,2,140,우정건설(주),청빛산업개발(주),2004-06-11 00:00:00.0,0,140,0,0
A10026922,래미안용산아파트,주상복합,용산구,한강로2가,(한강로2가 래미안용산),한강대로,95,분양,혼합식,중앙난방,2,195,삼성물산,용산역전면제3구역도시환경정비사업조합,2017-05-31 00:00:00.0,0,0,0,0
A10026924,대치SK VIEW,아파트,강남구,대치동,대치SK VIEW 아파트,삼성로51길,25,분양,계단식,지역난방,4,239,에스케이건설(주),대치국제아파트주택재건축정비사업조합,2017-06-20 00:00:00.0,4,104,131,0
A10026940,경희궁자이4단지주상복합,주상복합,종로구,교남동,경희궁자이4단지,송월길,155,분양,계단식,개별난방,3,182,지에스건설,돈의문지역주택조합,2017-06-29 00:00:00.0,182,0,0,0
A10026941,서초푸르지오써밋,아파트,서초구,서초동,서초푸르지오써밋아파트 관리사무소,서운로,201,임대+분양,계단식,지역난방,7,907,대우건설,서초삼호1차아파트주택재건축정비조합,2017-06-22 00:00:00.0,192,388,327,0
A10026946,경희궁자이1단지(임대아파트),아파트,종로구,행촌동,,송월길,130,,복도식,개별난방,5,496,GS자이,서울주택도시공사(구 SH공사),2017-06-29 00:00:00.0,496,0,0,0
A10026947,꿈의숲롯데캐슬아파트,아파트,강북구,미아동,관리사무소,오현로,56,임대+분양,복도식,개별난방,11,615,롯데건설(주),미아제4구역재개발정비사업조합,2017-02-27 00:00:00.0,205,386,24,0
A10026988,트리마제,아파트,성동구,성수동1가,트리마제 생활지원센터,왕십리로,16,분양,계단식,개별난방,4,688,두산중공업,한양개발주식회사,2017-05-29 00:00:00.0,152,326,0,0
A10027016,방배자이아파트,아파트,서초구,방배동,관리사무소,방배로18길,67,분양,계단식,개별난방,3,136,LG건설,한국토지신탁,2003-11-01 00:00:00.0,0,0,0,0
A10027019,상암DMC엘가,도시형 생활주택(주상복합),서대문구,남가좌동,관리사무소,모래내로,151,분양,복도식,개별난방,1,288,모아주택산업(주),스카이원레져,2017-02-08 00:00:00.0,288,0,0,0
A10027073,래미안에스티움,아파트,영등포구,신길동,생활지원센터,신풍로,77,임대+분양,혼합식,개별난방,19,1722,삼성물산주식회사,신길7재정비촉진구역주택재개발사업조함,2017-04-12 00:00:00.0,682,833,207,0
A10027090,아현아이파크,아파트,마포구,아현동,아현아이파크,마포대로,246,임대+분양,계단식,개별난방,6,497,현대산업개발,아현1-3구역 재개발정비사업조합,2017-11-16 00:00:00.0,206,205,86,0
A10027105,경희궁자이3단지,주상복합,종로구,평동,경희궁자이3단지,경교장길,35,분양,계단식,개별난방,8,589,자이건설(주),돈의문1구역 도시환경 사업조합,2017-02-24 00:00:00.0,189,385,15,0
A10027118,경희궁자이2단지 아파트,주상복합,종로구,홍파동,경희궁자이2단지아파트 관리사무소,송월길,99,분양,계단식,개별난방,14,1148,GS건설,돈의문1구역 도시환경 사업조합,2017-02-24 00:00:00.0,151,782,194,0
A10027121,녹천역두산위브아파트,아파트,노원구,월계동,녹천역두산위브아파트,마들로5길,25,임대+분양,혼합식,개별난방,10,326,두산건설주식회사,월계4구역재개발조합,2017-10-20 00:00:00.0,97,215,14,0
A10027136,도봉숲 아뜨리움,아파트,도봉구,도봉동,도봉숲아뜨리움 지하1층 관리사무소,도봉로167길,38,분양,계단식,개별난방,5,172,성보건설산업(주),두암산업,2016-09-13 00:00:00.0,170,2,0,0
A10027162,포레스트힐시티,도시형 생활주택(주상복합),종로구,효제동,관리사무소,대학로,33,분양,타워형,개별난방,1,152,신홍선건설,마르코통상,2017-01-20 00:00:00.0,152,0,0,0
A10027189,보문파크뷰자이아파트,아파트,성북구,보문동6가,관리사무소,보문사길,111,임대+분양,혼합식,개별난방,17,1186,GS건설,보문제3구역 주택재개발정비사업조합,2017-01-18 00:00:00.0,694,492,0,0
A10027205,아크로리버파크,아파트,서초구,반포동,19,신반포로15길,19,임대+분양,혼합식,지역난방,15,1612,(주)대림산업,신반포1차재건축주택조합,2016-08-30 00:00:00.0,323,687,495,0
A10027207,래미안힐스테이트 고덕 ,아파트,강동구,고덕동,생활지원센터,아리수로50길,50,임대+분양,계단식,지역난방,51,3658,삼성 현대,고덕시영아파트 주택재건축사업조합,2016-12-29 00:00:00.0,1074,2105,472,0
A10027227,돈암코오롱하늘채아파트,아파트,성북구,돈암동,돈암코오롱하늘채아파트관리사무소,아리랑로,75,임대+분양,혼합식,개별난방,10,629,돈암정릉구역주택재개발정비사업조합,코오롱건설,2016-12-29 00:00:00.0,246,367,16,0
A10027297,대성유니드아파트,아파트,중랑구,신내동,,봉화산로56길,140,분양,계단식,개별난방,1,133,대성,대성,2005-05-26 00:00:00.0,28,75,30,0
A10027301,마포한강2차푸르지오,주상복합,마포구,합정동,합정동 마포한강2차 푸르지오,월드컵로3길,14,분양,계단식,개별난방,2,198,(주)대우건설,주식회사 파나씨티,2016-07-14 00:00:00.0,0,132,66,0
A10027319,도곡한라비발디아파트,아파트,강남구,도곡동,(도곡동 도곡 한라비발디 아파트),남부순환로365길,33,분양,계단식,지역난방,1,110,(주)한라,동신아파트주택재건축정비사업조합,2016-04-22 00:00:00.0,0,94,16,0
A10027371,마곡엠밸리11단지,아파트,강서구,마곡동,마곡엠밸리11단지아파트,공항대로,124,임대+분양,계단식,지역난방,6,347,(주)대보건설,서울주택도시공사,2016-09-12 00:00:00.0,295,52,0,0
